退出中共|Quit CPC
火山直播|Huo Shan Live
美拍直播|Mei Pai Live
阿里星球|Ali Planet
熊猫tv|Panda TV
全民tv|Quanmin Live
龙珠直播|Long Zhu Live
股票资源网|Stocks News
草榴网|Caoliu
工字牌气枪官网|Jeans brand airguns official website
guaji9158|Guaji9158
担保平台|Guarantee platform
爆款刷单|click farming
军区参谋长|Military Chief of Staff
国务院|State Council
中央领导人|Central Leaders
滿屏盡是習寬衣|Screen bomboarded with Xi Undress
習寬衣|Xi Undress
省用足財|Reduce Cost, Accumulate Wealth. 
懋穡勸分|Work Hard, Help Each Other.
衣帶漸寬終不悔|My Clothes Grow More Loose Daily, Yet Care I Not. 
輕關易盜|Lower Taxation, Maintain Roads.
通商寬驛|Facilitate Commerce and Loosen Stations
同商寬衣|Same Commerce, Loosen Clothing
寬衣解帶|loosen the clothing and undo the tie/belt/girdle
放寬農政|loosen regulations on agricultural policies
通商寬nong|facilitate commerce and be lenient to nong 
通商寬yi|Facilitate Commerce and Loosen Clothing
通商寬農新成語|New Idiom of "Facilitate Commerce and Be Lenient to Farmers"
習主席用典|President Xi Allusions
初中生解衣|Junior high school students undress
做生意脫衣服|Do Business, Strip clothes.
维卡币|OneCoin
狠货代理|Ruthless cargo agent
郭声琨|Guo Shengkun
中央军军委|Army Central Military Commission
大毛拉教义|Maulana doctrine
伊斯兰之声|Sound Islam
公道来了|justice has arrived
奸诈走了|Treacherous go
突厥斯坦|Turkestan
大毛拉|Maulana
魔鬼的朋友战斗|Devil's friend fighting
我们的道路|Our roads
有教益故事|Instructive story
卡菲尔|Kafir
宗教解释|Religious explanations
恶搞领袖|Spoof leaders
麻痹哥|Paralysis brother
戴建勇|Dai Jianyong
习达姆|Xi Dam
土鼠年和平革命|Earth Rat peaceful revolution
西藏简史|A Brief History of Tibet
freeing tibet|Freeing tibet
tibetan buddhism|Tibetan buddhism
救救拉萨|Save Lhasa
自由人心路|Free man mentality
劝解合集|Persuasion Collection
天堂恋人|Lovers Paradise
东突穆斯林|East Turkistan Muslim
圣战者|Mujahideen
宗教的劝告|Religion advice
迁徙者|Migrants
江系老军头|Jiang's old army head
格丹央金措姆|Li Xiaolin's alleged religious name
江系大老虎|Jiang's tigers
一朝忽觉京梦醒|Once the vision is sometimes wake up in Beijing
邓小平篡权|Deng Xiaoping usurper
走资派邓小平|capitalist roader Deng Xiaoping
学生运动|Student Movement
包子心狠手辣|Buns ruthless
处女进贡|Virgin tribute
侣行|On The Road
e租宝|Ezubao
租宝|Ezubao
e 租宝|Ezubao
e 租 宝|Ezubao
易租宝|Yi Zu Bao
fx气皇|fx gas Wong
gamo竞技之王|Gamo king of athletics
秃鹰膛线管|Vultures rifled tube
秃鹰狗|Condor dog
工字牌qb19|Workers plates QB19
秃鹰汽长狗|Vultures steam long dog
仿真长狗|Simulation of Long Dog
短狗|Short Dog
特级运动长弹|Extra long projectile motion
花山n306|Huashan N306
m4a1|M4A1
柯尔特1911|Colt 1911
狗配件|Dog Accessories
大口径pcp|Large caliber PCP
瓦尔特统治者|Walter ruler
l新型火箭|L new rocket
金钟汽枪|Admiralty Motor Gun
金钟气狗|Admiralty gas dog
秃鹰图纸|Vulture drawing
瑞典fx|Sweden fx
猎枪弹|Shotgun shells
秃鹰配件|Vulture Accessories
西德ks316|West Germany ks316
654k气枪|654K airgun
92式手狗|92 type hand dog
77式手狗|77 type hand dog
77式手枪|77 pistol
654k手枪|654k pistol
45mm铅弹|45MM pellet
45mm狗粮|45MM Food
三角牌气枪|Triangle airgun
汽手狗|Steam Hand Dog
54式手枪|54 pistol
手拉狙|Hand spy
海豹m9|Seals M9
进口气狗|Dogs imported gas
运动枪|Sports Guns
韩国叛逆者|Korea traitor
土制炸弹|IEDs
土制手榴弹|Homemade grenade
土制手雷|Homemade grenades
起爆药|Primary Explosive
塑胶炸药|Plastic explosive
自制炸药|Homemade explosives
c4橡胶炸药|C4 explosives rubber
土制火药|Home-made gunpowder
土制燃烧弹|Home-made incendiary
黑火药|Black powder
硝铵炸药|Explosive
迫击炮弹|Mortar shells
塑料炸弹|Plastic explosives
petn|PETN
尼泊尔刀|Nepal knife
尼泊尔狗腿刀|Nepal dogleg knife
斩马刀|Zhanma Dao
三棱刀|Tri knife
博伊刀|Boyd knife
廓尔喀刀|Kukri
蜘蛛刀|Spider knife
苗刀|Miao knife
蝴蝶甩刀|Butterfly flail
卡巴刀|Ka-Bar
勃郎宁刀|Browning knife
三棱刮刀|Triangular scraper
跳刀|Jump knife
军品刺刀|Military bayonet
d80军刺|d80 Shanker
战术刀具|Tactical Tool
战术军刀|Tactical Saber
麻醉弩箭|Anesthesia bolt
精品弓弩|Toys crossbow
弩弓制作图纸|Crossbow production drawings
黑森林弓弩|Black Forest crossbow
三健弓弩|Threebond crossbow
弓弩麻醉箭|Anesthesia crossbow arrow
森林之鹰|Eagle Forest
小飞狼|Flying Wolf
森林之狼|Wolf Forest
气枪弩|Crossbow airguns
军用弩箭|Military bolt
猎豹弓弩|Cheetah crossbow
弩枪|Crossbow gun
十字弩|Crossbow
钢弩|Arbalest
狩猎弩|Hunting crossbow
警用弩|Police crossbow
大黑鹰弓弩|Great Black Hawk crossbow
黑曼巴弩|Black Mamba crossbow
去甲麻黄碱|Norephedrine
季戊四醇|Pentaerythritol
麻古制作技术|Ma old production technology
氯胺酮制作配方|Ketamine Recipes
k粉制作方法|k powder production methods
fm2|FM2
k粉制作技术|k powder production technology
麻古制作方法|Ma old production methods
丁丙诺啡|Buprenorphine
氟硝安定|Flunitrazepam
安纳咖|Anna coffee
天然可卡因|Natural cocaine
去氧麻黄素|Methamphetamine
黄曲霉素|Aflatoxin
氯化银钾|Potassium chloride, silver
安乐死药物|Euthanasia Drug
敌恶磷|Evil enemy phosphorus
敌杀磷|Kill enemy phosphorus
氯硫酸|Chlorine sulfuric acid
甲烷磺酰氯|Methanesulfonyl chloride
四氯硫代碳酰|Tetrachloro carbothiohydrazide
甲基磺酰氟|Sulfonyl fluoride
氯气|Chlorine
三氯硫氯甲烷|Methane, sulfur, chloride
光气|Phosgene
氯化硫酰甲烷|Thionyl chloride, methane
过氯甲硫醇|Perchlorate methyl mercaptan
氯化硫酸|Chloride, sulfuric acid
液氯|Chlorine
氟醋酸钠|Fluorine sodium acetate
流氓燕|Rogue Yan
凛冬烈火|Winter on fire
掌心雷|Palm Thunder Pistol
tnt炸药|TNT explosives
土炸药|Soil explosives
遥控炸弹|Remote-controlled bomb
鱼雷|Torpedo
定时炸弹|Time Bomb
导火索|Fuse
电子炸弹|Electronic bomb
工业雷管|Detonator
军用雷管|Military detonator
高爆炸药|High explosive
液体炸药|Liquid explosives
爆破剂|Blasting agents
自制炸弹|Homemade bomb
氢弹|hydrogen bomb
巡航导弹|cruise missile
手雷|Grenade
土炸弹|Earth bomb
硅烷炸弹|Silane bomb
汽油弹|Petrol bombs
导弹|missile
黄色炸药|TNT
液体炸弹|Liquid bomb
烟雾弹|smoke bomb
硝胺炸药|Nitroamine explosives
硝酸胺炸药|Ammonium nitrate explosives
太恩|Too Well
水胶炸药|Water gel explosive
手榴弹|Grenade
三硝基甲苯|TNT
三硝基苯酚|Trinitrophenol
乳化炸药|Emulsion explosives
莫洛托夫鸡尾酒|Molotov cocktail
雷汞|Mercury fulminate
内裤炸弹|Underwear bomb
黑索金|RDX
导爆索|Detonating cord
铵油炸药|ANFO
铵梯炸药|TNT Explosive
硝化甘油|Nitroglycerine
原子弹|Bomb
燃烧弹|Incendiary
psiphon|Psiphon
goagent|GoAgent
xskywalker|XSkyWalker
vpn|vpn
islam|islam
awazi|awazi
radiosi|radiosi
albumi|albumi
nadir|nadir
jundullah|jundullah
muhammad|muhammad
turkistan|turkistan
jihad|jihad
jordanian|jordanian
pugno|pugno
blmjkwekd48|BLmjkwekd48
tubalilghuraba2|TubaLilghuraba2
tvbreab|TvBreab
xybreab|XyBreab
lsereab|LSEreab
ptereab|PTEreab
vax9cab|VAX9cab
ym9mcab|YM9mcab
riircab|RIIrcab
nqiwbab|Nqiwbab
南海仲裁|South China Sea arbitration
海牙|Hague
仪仗队女兵|Female guard of honor
nihao99|Nihao99
山东孙文广|Shandong Sun Wenguang
访民自由|Petitioners freedom
wuaijiuba|Wuaijiuba
lfyle|Lfyle
ummetislam|Ummetislam
kavkazcenter|Kavkazcenter
致迁徙者的忠告|Induced migrants Advice
mpvcr|pvcr
长尾高丽|Elliot Korea
轻型飞机|Light aircraft
飞艇|Airship
动力伞|Paramotor
航拍飞艇|Aerial airship
载人气球|Manned balloon
四旋翼无人机|Quad-rotor UAV
广告飞艇|Advertising airships
遥控飞艇|Remote Control Airship
滑翔机|Glider
遥控飞机|Remote control aircraft
四轴航模|Axis HM
极路由|Gee Router
威众路由器|Granville Public router
加密路由器|Encryption Router
跳跳加速器|Jumping Accelerator
悠悠代理|Lengthy Agent
艾薇百科|Avril Encyclopedia
vpn800|PN800
sqshxx|qshxx
电视棒成人版|TV Stick Adult Edition
成人影视棒|Adult Film stick
香港民族论|On Hong Kongese Nationalism
藏区秘行|Tibetan secret line
西藏危机|Tibet crisis
2015大猎杀|015 Big Hunt
2016中共崩溃|2016 Communist collapse
推销中共|Marketing the CPC
习式政治|Xi style politics 
雪域的民族主义|Snowy nationalism
藏土出中国|Tibetan soil of China
赤风呼啸|Red Wind whistling
流亡中的民主|Exile Democracy
流亡中转型|Exile in transition
西藏生死书|The Tibetan Book of Living and Dying
大崩塌临界点|Tipping Point of the great collapse
天津核爆炸|Explosions in Tianjin were nuclear
天津和上海|Tianjin and Shanghai 
继续打虎|Continue Tiger
老江气杀习大大|Old Jiang Xi much gas to kill
元老政治|Veteran political
国共恩怨|KMT and scores
大老虎秘密名单|big tiger secret list
2015大审判年|big trial in 2015
超级大老虎|Super Tiger
太上皇与庆亲王|Overlord and Prince Qing
贪官后宫奇闻|Corrupt harem anecdote
公共情妇郭美美|Public Mistress Guo Meimei
周永康之子周滨|Zhou Yongkang son Zhou Bin
李克强因病辞职|Li Keqiang resign due to illness
2015大劫难|015 great catastrophe
xssyx|Xssyx
坚守科巴尼|Hold Fast Kobane
叙利亚|Syria
yunpan|Yunpan
weiyun|Weiyun
工字牌|Workers plates
仿真|Emulation
朝鲜冰|North Ice
溜冰壶|Skating pot
安乐死|Euthanasia
三陪|scort
打鸟枪|Shotgun hit
麻古|Magu
特级运动|Premium Sport
汽枪|air rifle 
气狗|Air Dogs
77式|77 type
654k|
三角牌|Triangle
狗粮|Food
铅弹|Pellet
军品网|Military Network
军火|Arms
甲麻黄碱|Norephedrine
甲基苯丙胺|Methamphetamine
氯胺酮|Ketamine
可卡因|Cocaine
麻果壶|Ma fruit pot
麻古壶|Ma old pot
钻石冰|Diamond Ice
黄冰|Huang Bing
秃鹰网|Network Vulture
淘宝秃鹰|Taobao Vulture
中华打猎|Chinese Hunting
中国猎人|China Hunter
中华猎坛|Hunting Chinese altar
枪友|Friends of gun
秃子|Baldy
亚洲狩猎|Asia Hunting
手狗|Hand Dog
炮弹|Shells
狗腿刀|Dogleg knife
三棱|Tri
军刺|Shanker
刺刀|Bayonet
军刀|Saber
弩箭|Bolt
弩|Crossbow
麻醉箭|Anesthesia Arrow
硝化棉|Nitrocellulose
百老汇|roadway
制备|Preparation
tatp|TATP
撒旦之母|Mother of Satan
塑胶|Plastic
c4橡胶|C4 rubber
水胶|Water glue
硝铵|Ammonium Nitrate
铵梯|- TNT -
diy|DIY
制造|Manufacturing
制作|Create
订购|Order
交换|Exchange
专卖|Monopoly
转让|Transfer
提供|Provide
供应|Supply
加工|Processing
自制|Homemade
见面交易|Trading meet
货到付款|Delivery
批发|Wholesale
tatp制作|Tatp production
三过氧化三丙酮|Three peroxide triacetone
合成|Synthesis
烈焰的召唤|Call of Flame
化学物品合成|Chemical synthesis
土雷|Earth mine
火焰喷射器|Flamethrower
硝基脲|Nitrosourea
硝酸碳酰肼锰|CARBOHYDRAZIDE manganese nitrate
hmtd|HMTD
翻墙工具|Circumvention tools
赛风|Psiphon
vpn代理|Vpn proxy
islam_awazi|Islam_awazi
氰化|Cyanide
氯化|Chloride
二b|Two B
出售x卧底|Selling Xwodi
fa-luen|
q q|
肥b|Fat B
测试a|Test A
sinauc|
新浪uc|Sina UC
a片|A piece
luo聊|LUO chat
luo体视频|LUO body video
uc巡管|UC patrol tube
uc高管|UC executives
uc员工|UC staff
uc通知|UC notice
uc-公告|UC- Announcement
uc活动|UC Activities
贱b|Cheap B
3p|
美女qq裸舞|QQ dance naked beauty
露b|Exposed vagina
biz|
org|
乳头|Nipple
綉|Show
穴|Cave
gua|
kk18|
99cu|
happy88|
lele08|
惈|Guo
eu|
ww w|
je|
tv|
ｗｗｗ|
cn|
com|
秀|Beautiful
ddn|
倮|Luo
ｃｏｍ|
ｃｎ|
ｎｅｔ|
ｈｔｔｐ|
tc|
ｉｎｆｏ|
tf|
www|
唐|Tang Dynasty
im|
成人|Adult
脱|Take off
vg|
at|
骡|Mule
ｃn|
bit|
gd|
ｃ ｎ|
ｃ ｏｍ|
ｃｏ ｍ|
脫|Take off
运營|Operations
co m|
c n|
ne t|
n et|
ｎ ｅｔ|
ｎｅ ｔ|
ｗｗ ｗ|
ｗ ｗｗ|
w ww|
裸|Naked
w w w|
酷6|Cool 6
呱|Quack
躶|Luo
免费|Free
收费|Toll
阳萎|Impotence
網址|Site
c om|
hk|
捰|Luo
网址|Site
地址|Address
馃|Guo
骒|Ke
to|
奂|Huan
gs|
、|
猓|Guo
ie|
腂|Guo
粿|Cakes
st|
am|
us|
泄|slip
射|ejaculate
kz|
唐人街|Chinatown
干我|Fuck me
騍|Ke
锞|Ingot
褁|Guo
堁|Ke
乳|Milk
脫光|Naked
x10|
lnk|
wk|
jm|
趾|Toe
网站|Website
mu|
lc|
輠|Guo
蜾|Eumenes pomiformis
髁|Condyle
猡|Luo
綶|Guo
淉|Guo
婐|Wo
餜|Pastry
cr|
奶|Milk
酷六|Cool six
脫光光|Strip light
tk|
nu|
cm|
錁|Ingot
境外势力|Foreign forces
騾|Mule
婊|Prostitute
妈|Mom
操|Exercise
范长秘|Fan Changmi
姜野飞|Jiang Yefei
明镜网|Der Spiegel news
明镜博客|Der Spiegel blog
vnsc1|
习匪|Xi bandit
异教徒|Heathen
圣战战士|Jihad fighters
网　址|Website
.cn|
上门服务|On-site service
鸡婆|Gods
美女裸体|Beautiful nude
美女援助|Beauty aid
美女电话|Beauty phone
公关包养|PR nurturing
全套包夜|A full night package
sm服务|SM Service
上门援交|Home enjo
上门提供|Home to provide
良家性息|Decent of interest
一对一|One to One
小姐|Miss
3p乱交|3p promiscuity
情色网|Erotic Network
情色电影|Erotic Movie
av女优|av Actress
种子下载|Seed download
无码|Uncensored
不良少女|Bad girl
草榴影院|Grass pomegranate theater
黄色影院|Yellow theater
黄色动漫|Yellow cartoon
免费成人|Free adult
欧美成人|European and American adult
欧美情色|European and American Erotica
人兽|Man and beast
日本成人|Japanese adults
日本黄片|Japanese porn
日本幼女|Japanese girl
日韩av|Japan and South Korea av
色咪咪|Se Mimi
哇嘎|Wow Ga
一本道|A Road
c4炸药|C4 explosives
炸药配方|Dynamite recipe
吸毒|Drug
溜冰|Ice skating
赌坊|Dufang
赌房|Gambling house
赌博|Gambling
坐庄|Zuozhuang
c	o	m|
习精瓶|Xi fine bottle
吸精瓶|Absorption fine bottle
慶豐帝|Qingfeng Timor
習胖|Xi Fat
習胖胖|Xi fat
習胖子|Xi Fat
習二胖|Xi two fat
習三胖|Xisan fat
習大腦袋|Xi big head
習大頭|Xi bulk
習大臉|Xi big face
習狗|Xi dog
習歪歪|Xi YY
習賊|Xi thief
習做夢|Xi dream
刁書記|Diao Shuji
刁總|Diao total
洗盡平|Xi Jin Ping
習匪|Xi bandit
習特勒|Xi Teller
王雞山|King Chicken Hill
習二逼|Learning two force
習二平|Xi two flat
習禁評|Ban Xi comment
習夢思|Xi Mengsi
習精瓶|Xi fine bottle
習二夶|Xi two 夶
庆丰帝|Qingfeng Timor
包子帝|Emperor buns
习胖|Xi Fat
习胖胖|Xi fat
习二胖|Xi two fat
习大脑袋|Xi big head
习大头|Xi bulk
习大脸|Xi big face
习狗|Xi dog
习歪歪|Xi YY
习贼|Xi thief
习做梦|Xi dream
刁书记|Diao Shuji
刁大大|Diao greatly
刁近平|Diao nearly flat
刁-大犬|Diao - Big Dog
习特勒|Xi Teller
王鸡山|King Chicken Hill
习二逼|Learning two force
习二平|Xi two flat
习梦思|Xi Mengsi
彭大麻|Peng marijuana
习包子|Xi buns
美国神韵|American charm
666|
不6|No 6
奸|Evil
权力分布图|Power distribution
吉林帮|Jilin help
大权独揽|Helm
嘭骂骂|Mama bang
周永康自辩书|Zhou Yongkang self-defense book
政变完整版|Coup full version
刀把子习|Dao child learning
飞猪骑士|Flying Pig Knight
中纪委|CCDI
终结一党专制|End one-party dictatorship
网 址|Website
嚸|Dim
色聊|Color chat
典改点|Code change point
市政府|City Hall
乌市 游行|Urumqi parade
大秀|Big show
傅振华|Fu Zhenhua
选择性反腐|Selective anti-corruption
tl/9l58|
控股安泰集团|ING Group Holdings
铲除异己|Elimination of dissidents
政治清洗|Political Cleaning
主席终身制|Chairman of tenure
艳照|Pornographic
艾力.买土送|Soil send Eric Buy
527yl|
31tc|
qiyue98|
9158spx|
5186t|
尻|Tajiri
7gua|
k521|
y8848|
t218.|
y236.|
35e.|
4ne|
7qi|
qs58.|
sy00.|
vv1688.|
.21na.|
.1999n.|
.6u6.|
.7ne|
.jsqq.|
.pvs.|
.7u7.|
.dns.|
.1www.|
.nk4.|
.bydou.|
.mm9mm.|
.corn.|
.3xb.|
.sho.|
.xo0.|
.lqiang.|
.elhao.|
.sh0.|
.cnob.|
.h1d114.|
.dkz888.|
.zmov.|
.t1u.|
.qq23.|
.530mi.|
.bak.|
.i1l.|
.mo7758.|
.7t1.|
.377k.|
.vc258.|
.881188.|
.0234.|
.bot4u.|
.k251.|
.8ku.|
v6969.|
.111n.|
%2e|
w396.|
.xiongmin.|
bg558.|
.mp125.|
ok256|
.mm267|
.5we|
script|
.3377.|
.7799.|
傻ｂ|Silly B
傻b|Silly B
51vip.|
模b|B-mode
叉b|Fork B
mp199|
1000ai.|
k251.|
9s5.|
.guxx.|
icesea.|
.6e66.|
.hooi.|
.woniubi.|
.mm267.|
.baxun.|
.88cn.|
.uqc.|
.6699.|
.788p.|
.0055.|
.0807.|
.1a.|
.mp199.|
.bg558.|
.yyew.|
.764s.|
.01z.|
.518.|
.i567.|
.westmr.|
821|
.456k.|
.9496.|
.n3g.|
.1347.|
.360x.|
.29258.|
545291777|
we666.|
全活|Full live
.669e.|
.0598sm.|
.5we.|
嫩b|Tender B
66693|
.xdan.|
.1035.|
.mm.|
.6w6w.|
.msm678.|
.uc456.|
.0576.|
.51vc.|
364381|
.tk696.|
.cn.|
.ttko.|
63om|
63n|
444601|
q  q|
操b|B operation
503384828|
小b|Small B
ｑ   ｑ|
um_ddddd|
乱轮|Chaos wheel
鸡情|Chicken Love
51|
边脱边聊|Edge off chatting
边脱边玩|Edge off while playing
坐爱|Love to sit
正法|Dhamma
法輪功大法|Falun Dafa
